 set stimuli {{  Vds 0.601593 Vgs 0.879793 Vbs -0.316578 l 5.01572e-07 w 2.52317e-06 Mult 2  }
{  Vds 0.644571 Vgs 0.698848 Vbs -0.22262 l 1.08634e-05 w 2.07082e-07 Mult 1  }
{  Vds 0.644763 Vgs 0.927703 Vbs -0.131153 l 6.38244e-08 w 4.44735e-07 Mult 1  }
{  Vds 0.64513 Vgs 1.09543 Vbs -0.121056 l 3.7143e-08 w 2.01909e-07 Mult 2  }
{  Vds 0.645237 Vgs  0.901642 Vbs -0.130432 l 4.58973e-08 w 3.77917e-07 Mult 2  }
{  Vds 0.646458 Vgs 0.913961 Vbs -0.160694 l 2.91627e-07 w 1.97377e-07 Mult 1  }
{  Vds 0.648262 Vgs 0.732173 Vbs -0.283949 l 5.9097e-07 w 3.90934e-07 Mult 1  }
{  Vds 0.648622 Vgs 0.783553 Vbs  -0.312951 l 6.52066e-08 w 6.08553e-07 Mult 14  }
{  Vds 0.653438 Vgs 0.739528 Vbs -0.0343386 l 1.58879e-05 w 2.89454e-07 Mult 1  }
{  Vds 0.655044 Vgs 0.724568 Vbs -0.0727224 l 5.31269e-08 w 3.76579e-07 Mult 2  }
{  Vds 0.658929 Vgs 1.01758 Vbs -0.126634 l  1.33109e-05 w 4.88109e-06 Mult 1  }
{  Vds 0.659904 Vgs 0.914062 Vbs -0.287563 l 4.54364e-08 w 4.49796e-07 Mult 20  }
{  Vds 0.664149 Vgs 0.755053 Vbs -0.312793 l 1.0271e-07 w 6.98474e-07 Mult 1  }
{  Vds 0.666627 Vgs 0.902427 Vbs -0.261291 l 5.99438e-06 w  6.874e-07 Mult 1  }
{  Vds 0.668222 Vgs 0.708102 Vbs -0.244876 l 4.52589e-06 w 4.51544e-05 Mult 8  }
{  Vds 0.668656 Vgs 0.995156 Vbs -0.257523 l 9.16725e-06 w 6.24451e-06 Mult 1  }
{  Vds 0.669433 Vgs 1.06764 Vbs -0.110691 l 4.14059e-08 w 3.23191e-07 Mult 2  }
{   Vds 0.670895 Vgs 0.629626 Vbs -0.283374 l 1.7194e-07 w 1.71723e-06 Mult 431  }
{  Vds 0.671463 Vgs 0.686241 Vbs -0.303708 l 3.62181e-07 w 2.88956e-07 Mult 1  }
{  Vds 0.671986 Vgs 0.960752 Vbs -0.103439 l 1.25318e-05 w 9.5619e-05 Mult 3  }
{  Vds 0.672045 Vgs   0.959189 Vbs -0.25921 l 3.97256e-08 w 3.6573e-07 Mult 1  }
{  Vds 0.672367 Vgs 0.865195 Vbs -0.0880233 l 1.23276e-07 w 1.10581e-06 Mult 6  }
{  Vds 0.672933 Vgs 0.892857 Vbs -0.0264854 l 5.89906e-08 w 4.32966e-07 Mult 2  }
{  Vds 0.67599 Vgs 0.7657 Vbs -0.277652   l 4.01425e-08 w 3.95192e-07 Mult 22  }
{  Vds 0.676878 Vgs 0.690747 Vbs -0.118271 l 1.44017e-07 w 3.93329e-07 Mult 1  }
{  Vds 0.67783 Vgs 0.689375 Vbs -0.088308 l 3.36993e-07 w 2.65887e-06 Mult 2  }
{  Vds 0.679298 Vgs 0.858988 Vbs -0.200049 l 4.90642e-06 w   5.34008e-07 Mult 1  }
{  Vds 0.679826 Vgs 0.739455 Vbs -0.213848 l 6.61985e-06 w 1.42808e-07 Mult 1  }
{  Vds 0.68372 Vgs 0.680068 Vbs -0.137531 l 4.38903e-08 w 4.13679e-07 Mult 14  }
{  Vds 0.686868 Vgs 1.09382 Vbs -0.111823 l 1.61687e-07 w 1.46645e-06 Mult 5    }
{  Vds 0.689665 Vgs 0.601403 Vbs -0.0481056 l 5.16257e-08 w 5.14432e-07 Mult 270  }
{  Vds 0.690139 Vgs 1.06322 Vbs -0.211042 l 5.2406e-08 w 3.36e-07 Mult 2  }
{  Vds 0.691049 Vgs 0.863258 Vbs -0.0527047 l 1.38099e-05 w 6.01722e-07 Mult 1  }
{  Vds 0.691244   Vgs 0.645583 Vbs -0.0709093 l 4.0814e-08 w 4.08016e-07 Mult 2121  }
{  Vds 0.691679 Vgs 0.952684 Vbs -0.0400257 l 2.83004e-07 w 1.89042e-06 Mult 2  }
{  Vds 0.691897 Vgs 0.609175 Vbs -0.140298 l 4.54119e-08 w 4.529e-07 Mult 337  }
{  Vds 0.692124 Vgs 0.930533   Vbs -0.180692 l 3.9886e-08 w 3.98851e-07 Mult 1958  }
{  Vds 0.693416 Vgs 0.641989 Vbs -0.13905 l 3.23494e-07 w 3.18291e-07 Mult 1  }
{  Vds 0.694155 Vgs 1.0603 Vbs -0.135221 l 4.14317e-07 w 4.83774e-07 Mult 1  }
{  Vds 0.694293 Vgs 0.889412 Vbs -0.101194 l   1.8392e-07 w 1.83712e-06 Mult 404  }
{  Vds 0.695039 Vgs 0.924755 Vbs -0.10798 l 2.06926e-07 w 5.96689e-07 Mult 1  }
{  Vds 0.695652 Vgs 0.720184 Vbs -0.282074 l 4.88585e-08 w 4.27837e-07 Mult 1  }
{  Vds 0.695817 Vgs 1.00046 Vbs -0.0454958 l 5.49387e-08 w   1.50153e-07 Mult 1  }
{  Vds 0.696089 Vgs 1.06292 Vbs -0.179612 l 5.486e-07 w 5.46146e-06 Mult 158  }
{  Vds 0.696939 Vgs 0.855434 Vbs -0.0533592 l 6.18367e-08 w 6.18314e-07 Mult 962  }
{  Vds 0.698608 Vgs 0.906069 Vbs -0.0665149 l 1.09383e-05 w 5.19856e-07 Mult   1  }
{  Vds 0.700624 Vgs 0.782606 Vbs -0.040247 l 4.85811e-06 w 6.78914e-06 Mult 1  }
{  Vds 0.701207 Vgs 1.08496 Vbs -0.162887 l 1.00649e-07 w 1.24249e-07 Mult 1  }
{  Vds 0.702416 Vgs 0.897481 Vbs -0.174541 l 3.64964e-07 w 4.06374e-07 Mult 1  }
{  Vds 0.705227   Vgs 0.658061 Vbs -0.213987 l 4.55264e-08 w 2.61604e-07 Mult 1  }
{  Vds 0.709186 Vgs 0.688519 Vbs -0.158534 l 2.33805e-07 w 2.32734e-06 Mult 80  }
{  Vds 0.709797 Vgs 0.960386 Vbs -0.00624986 l 3.68994e-06 w 2.48559e-07 Mult 1  }
{  Vds 0.710409 Vgs 0.735849 Vbs   -0.145431 l 3.67887e-08 w 2.90565e-07 Mult 3  }
{  Vds 0.710728 Vgs 0.607795 Vbs -0.00562458 l 2.45363e-07 w 4.88321e-07 Mult 1  }
{  Vds 0.710873 Vgs 1.03491 Vbs -0.0048715 l 8.67946e-08 w 7.38209e-07 Mult 1  }
{  Vds 0.71152 Vgs 0.923936 Vbs -0.254917 l   4.89514e-07 w 1.37275e-07 Mult 1  }
{  Vds 0.711953 Vgs 0.686759 Vbs -0.10851 l 2.06428e-07 w 7.52046e-07 Mult 1  }
{  Vds 0.712673 Vgs 0.802992 Vbs -0.128434 l 7.72583e-07 w 7.71643e-06 Mult 56  }
{  Vds 0.713993 Vgs 0.988112 Vbs -0.327194 l 1.48987e-07 w   7.39537e-07 Mult 1  }
{  Vds 0.714514 Vgs 0.744176 Vbs -0.104112 l 2.19085e-07 w 2.1873e-06 Mult 317  }
{  Vds 0.715835 Vgs 0.944282 Vbs -0.233482 l 6.67893e-07 w 1.75137e-07 Mult 1  }
{  Vds 0.715958 Vgs 1.01447 Vbs -0.0473826 l 5.22794e-08 w 4.98529e-07 Mult   17  }
{  Vds 0.716161 Vgs 0.915701 Vbs -0.321566 l 6.57523e-07 w 5.8583e-07 Mult 1  }
{  Vds 0.716562 Vgs 0.665283 Vbs -0.141604 l 2.04328e-07 w 5.5008e-07 Mult 1  }
{  Vds 0.72147 Vgs 0.645303 Vbs -0.269921 l 9.53766e-06 w 1.1809e-07 Mult 1  }
{  Vds 0.723009   Vgs 1.01517 Vbs -0.227702 l 9.45196e-08 w 8.90096e-07 Mult 1  }
{  Vds 0.72376 Vgs 0.635528 Vbs -0.0783683 l 4.05953e-08 w 4.05751e-07 Mult 10  }
{  Vds 0.725373 Vgs 0.742823 Vbs -0.282933 l 5.4713e-07 w 1.18589e-07 Mult 1  }
{  Vds 0.726881 Vgs 1.08326 Vbs   -0.107048 l 4.59077e-06 w 2.73472e-07 Mult 1  }
{  Vds 0.727193 Vgs 0.837059 Vbs -0.168905 l 1.59848e-07 w 2.75672e-07 Mult 1  }
{  Vds 0.730315 Vgs 0.800977 Vbs -0.210881 l 6.67501e-07 w 4.82104e-07 Mult 1  }
{  Vds 0.730671 Vgs 0.787641 Vbs -0.117143 l   7.79335e-08 w 4.36689e-07 Mult 1  }
{  Vds 0.731202 Vgs 0.716245 Vbs -0.146232 l 3.8768e-08 w 3.87026e-07 Mult 403  }
{  Vds 0.733146 Vgs 0.886903 Vbs -0.310797 l 4.39596e-08 w 4.15121e-07 Mult 6  }
{  Vds 0.733879 Vgs 0.706109 Vbs -0.242788 l 1.57557e-05 w   3.41217e-07 Mult 1  }
{  Vds 0.735064 Vgs 0.615128 Vbs -0.169979 l 3.91887e-07 w 9.74058e-07 Mult 1  }
{  Vds 0.735704 Vgs 0.875161 Vbs -0.0861805 l 3.83367e-08 w 3.83143e-07 Mult 1695  }
{  Vds 0.737286 Vgs 0.971238 Vbs -0.258853 l 1.80831e-05 w 8.24917e-07   Mult 1  }
{  Vds 0.737614 Vgs 0.970808 Vbs -0.110276 l 2.25462e-07 w 6.03202e-07 Mult 1  }
{  Vds 0.739113 Vgs 0.671881 Vbs -0.0707514 l 6.57787e-06 w 1.76011e-06 Mult 1  }
{  Vds 0.739994 Vgs 0.973197 Vbs -0.210574 l 5.35008e-07 w 1.5984e-07 Mult 1  }
{  Vds   0.740659 Vgs 0.660776 Vbs -0.310142 l 7.36434e-08 w 6.72363e-07 Mult 10  }
{  Vds 0.74101 Vgs 1.05751 Vbs -0.259335 l 4.23571e-08 w 4.2331e-07 Mult 1051  }
{  Vds 0.74133 Vgs 0.937573 Vbs -0.0566214 l 8.36424e-07 w 8.28405e-06 Mult 96  }
{  Vds 0.741636 Vgs   1.06906 Vbs -0.0480008 l 7.55165e-08 w 7.54085e-07 Mult 268  }
{  Vds 0.742251 Vgs 0.904987 Vbs -0.272595 l 1.51199e-05 w 0.000137679 Mult 5  }
{  Vds 0.743445 Vgs 0.979229 Vbs -0.129988 l 4.36924e-08 w 4.35219e-07 Mult 158  }
{  Vds 0.746161 Vgs 0.630957 Vbs   -0.195811 l 5.29866e-08 w 5.29716e-07 Mult 985  }
{  Vds 0.746437 Vgs 0.76677 Vbs -0.266362 l 9.99183e-06 w 1.56324e-07 Mult 1  }
{  Vds 0.747469 Vgs 0.616621 Vbs -0.235821 l 3.99116e-08 w 3.99101e-07 Mult 1759  }
{  Vds 0.750761 Vgs 0.939974 Vbs -0.287524 l   1.23218e-05 w 2.21794e-07 Mult 1  }
{  Vds 0.751065 Vgs 1.04632 Vbs -0.149093 l 8.39021e-08 w 5.86774e-07 Mult 1  }
{  Vds 0.75155 Vgs 0.697878 Vbs -0.0268468 l 6.0279e-07 w 5.18042e-07 Mult 1  }
{  Vds 0.75243 Vgs 0.983874 Vbs -0.176424 l 7.93134e-08 w   7.64945e-07 Mult 10  }
{  Vds 0.753078 Vgs 0.879569 Vbs -0.142799 l 3.92574e-07 w 7.01219e-07 Mult 1  }
{  Vds 0.755212 Vgs 0.744971 Vbs -0.01298 l 7.89871e-08 w 7.88879e-07 Mult 585  }
{  Vds 0.755332 Vgs 0.772442 Vbs -0.157529 l 3.50727e-07 w 3.50448e-06 Mult   240  }
{  Vds 0.756726 Vgs 0.692809 Vbs -0.228519 l 9.02682e-06 w 7.32009e-05 Mult 4  }
{  Vds 0.75734 Vgs 1.01063 Vbs -0.00356385 l 4.41503e-07 w 4.30827e-06 Mult 38  }
{  Vds 0.758715 Vgs 0.617687 Vbs -0.172054 l 2.9687e-07 w 6.29185e-07 Mult 1  }
{  Vds   0.760757 Vgs 0.950654 Vbs -0.289689 l 5.58775e-07 w 5.56685e-06 Mult 161  }
{  Vds 0.761318 Vgs 0.869627 Vbs -0.0756698 l 4.48226e-08 w 2.15771e-07 Mult 1  }
{  Vds 0.761507 Vgs 1.05102 Vbs -0.174998 l 1.82445e-05 w 0.000118176 Mult 1  }
{  Vds 0.763452 Vgs   0.73657 Vbs -0.218395 l 7.40333e-07 w 8.9873e-07 Mult 1  }
{  Vds 0.766505 Vgs 1.04687 Vbs -0.0613737 l 3.77879e-08 w 2.81798e-07 Mult 3  }
{  Vds 0.768484 Vgs 0.806516 Vbs -0.274484 l 3.52965e-06 w 6.31413e-07 Mult 1  }
{  Vds 0.770379 Vgs 0.666703 Vbs   -0.0476965 l 4.12824e-08 w 3.72929e-07 Mult 2  }
{  Vds 0.770574 Vgs 0.939499 Vbs -0.298711 l 6.80579e-07 w 6.20853e-07 Mult 1  }
{  Vds 0.770976 Vgs 0.695659 Vbs -0.156707 l 4.52876e-08 w 4.51331e-07 Mult 49  }
{  Vds 0.772212 Vgs 0.966765 Vbs -0.13978 l   4.30281e-08 w 3.67896e-07 Mult 2  }
{  Vds 0.772756 Vgs 0.611165 Vbs -0.0972148 l 1.6824e-06 w 1.61642e-05 Mult 19  }
{  Vds 0.774105 Vgs 0.788817 Vbs -0.297197 l 5.33296e-08 w 4.5283e-07 Mult 2  }
{  Vds 0.778178 Vgs 0.741502 Vbs -0.152386 l 3.88616e-06 w   2.72911e-07 Mult 1  }
{  Vds 0.779232 Vgs 0.955828 Vbs -0.263608 l 1.33109e-07 w 1.3288e-06 Mult 556  }
{  Vds 0.781147 Vgs 0.64581 Vbs -0.281585 l 8.34243e-07 w 4.3342e-06 Mult 1  }
{  Vds 0.786044 Vgs 0.941507 Vbs -0.137839 l 8.50338e-06 w 3.8477e-07 Mult 1  }
{  Vds 0.788727 Vgs 1.0309 Vbs -0.123396 l 4.86507e-06 w 2.23535e-06 Mult 1  }
{  Vds 0.789196 Vgs 0.918169 Vbs -0.31062 l 4.4936e-08 w 1.79546e-07 Mult 1  }
{  Vds 0.789313 Vgs 0.881684 Vbs -0.173478 l 6.71267e-08 w 6.33048e-07 Mult 6  }
{  Vds 0.78985 Vgs   0.910215 Vbs -0.185724 l 5.08737e-08 w 4.81467e-07 Mult 15  }
{  Vds 0.790795 Vgs 0.787813 Vbs -0.0461187 l 3.94705e-08 w 2.8856e-07 Mult 3  }
{  Vds 0.790965 Vgs 0.640755 Vbs -0.312853 l 3.01622e-07 w 2.76303e-06 Mult 2  }
{  Vds 0.791045 Vgs 0.997402 Vbs   -0.0850277 l 5.39065e-08 w 5.332e-07 Mult 9  }
{  Vds 0.79239 Vgs 0.604664 Vbs -0.251438 l 7.76901e-08 w 5.4278e-07 Mult 1  }
{  Vds 0.792578 Vgs 0.756914 Vbs -0.165337 l 3.98973e-08 w 2.65141e-07 Mult 1  }
{  Vds 0.792723 Vgs 0.690797 Vbs -0.0195072 l   5.36255e-08 w 2.25732e-07 Mult 1  }
{  Vds 0.793482 Vgs 0.958403 Vbs -0.123273 l 3.10909e-06 w 7.69485e-07 Mult 1  }
{  Vds 0.796696 Vgs 0.961298 Vbs -0.225085 l 2.46208e-07 w 4.62652e-07 Mult 1  }
{  Vds 0.797345 Vgs 0.880574 Vbs -0.0748741 l 4.14686e-07 w   1.67039e-07 Mult 1  }
{  Vds 0.797775 Vgs 0.610136 Vbs -0.234971 l 9.65778e-08 w 9.57732e-07 Mult 1  }
{  Vds 0.798742 Vgs 0.856203 Vbs -0.00615669 l 8.82306e-06 w 4.68082e-07 Mult 1  }
{  Vds 0.800167 Vgs 0.814539 Vbs -0.172504 l 7.29819e-06 w 6.74056e-06 Mult   1  }
{  Vds 0.80286 Vgs 1.06963 Vbs -0.0171602 l 5.35902e-08 w 2.19895e-07 Mult 1  }
{  Vds 0.803219 Vgs 0.605464 Vbs -0.221692 l 1.62171e-05 w 7.3455e-07 Mult 1  }
{  Vds 0.803444 Vgs 0.888199 Vbs -0.170356 l 2.233e-07 w 1.50675e-06 Mult 3  }
{  Vds 0.805666   Vgs 0.726437 Vbs -0.0173141 l 4.46667e-08 w 4.21205e-07 Mult 1  }
{  Vds 0.805964 Vgs 0.730664 Vbs -0.0509513 l 1.71344e-05 w 6.50297e-06 Mult 1  }
{  Vds 0.806829 Vgs 0.780961 Vbs -0.27179 l 6.28986e-06 w 5.66007e-05 Mult 8  }
{  Vds 0.807673 Vgs 0.961153 Vbs   -0.257515 l 2.33561e-06 w 4.63102e-07 Mult 1  }
{  Vds 0.811438 Vgs 0.745186 Vbs -0.0939885 l 8.50472e-08 w 7.64106e-07 Mult 9  }
{  Vds 0.811808 Vgs 0.960646 Vbs -0.248212 l 4.83567e-08 w 4.45329e-07 Mult 9  }
{  Vds 0.813557 Vgs 0.859612 Vbs -0.192668 l   1.8986e-07 w 1.89462e-06 Mult 293  }
{  Vds 0.814181 Vgs 0.845616 Vbs -0.0439625 l 4.85067e-08 w 4.28242e-07 Mult 1  }
{  Vds 0.816469 Vgs 0.795167 Vbs -0.115165 l 7.24947e-06 w 7.69593e-07 Mult 1  }
{  Vds 0.818475 Vgs 1.00732 Vbs -0.251302 l 7.8221e-08 w   7.57915e-07 Mult 10  }
{  Vds 0.818726 Vgs 0.728393 Vbs -0.267728 l 3.54767e-06 w 4.47247e-07 Mult 1  }
{  Vds 0.818792 Vgs 0.829074 Vbs -0.0338765 l 1.96715e-07 w 1.96119e-06 Mult 278  }
{  Vds 0.818867 Vgs 1.09078 Vbs -0.0574194 l 8.63213e-07 w 3.83277e-07   Mult 1  }
{  Vds 0.820433 Vgs 0.917218 Vbs -0.314958 l 8.47212e-08 w 4.19808e-07 Mult 1  }
{  Vds 0.820651 Vgs 1.07315 Vbs -0.104554 l 4.19734e-08 w 2.65847e-07 Mult 1  }
{  Vds 0.820997 Vgs 0.890725 Vbs -0.137441 l 4.93617e-08 w 4.31771e-07 Mult 7  }
{  Vds   0.821694 Vgs 0.603125 Vbs -0.0132681 l 1.47589e-07 w 1.47332e-06 Mult 487  }
{  Vds 0.822214 Vgs 0.842886 Vbs -0.124666 l 3.96382e-08 w 1.40979e-07 Mult 1  }
{  Vds 0.822778 Vgs 0.829064 Vbs -0.250537 l 4.47689e-08 w 4.36991e-07 Mult 10  }
{  Vds 0.822945 Vgs   0.636606 Vbs -0.153804 l 4.34872e-08 w 2.98764e-07 Mult 3  }
{  Vds 0.824287 Vgs 0.694374 Vbs -0.0925324 l 4.17039e-08 w 2.34756e-07 Mult 2  }
{  Vds 0.8303 Vgs 0.749667 Vbs -0.296381 l 4.85951e-08 w 4.85748e-07 Mult 1127  }
{  Vds 0.83306 Vgs 0.632261 Vbs   -0.135393 l 3.94801e-08 w 2.67994e-07 Mult 2  }
{  Vds 0.833689 Vgs 0.710358 Vbs -0.188088 l 8.94956e-08 w 4.05479e-07 Mult 1  }
{  Vds 0.837199 Vgs 0.69701 Vbs -0.299061 l 5.49559e-07 w 3.62139e-06 Mult 2  }
{  Vds 0.841908 Vgs 0.847485 Vbs -0.321232 l   7.29546e-07 w 5.78445e-07 Mult 1  }
{  Vds 0.842033 Vgs 0.954896 Vbs -0.153581 l 2.79724e-07 w 5.76282e-07 Mult 1  }
{  Vds 0.842647 Vgs 0.766341 Vbs -0.124449 l 5.44143e-07 w 4.81138e-06 Mult 1  }
{  Vds 0.843125 Vgs 0.804617 Vbs -0.325944 l 2.54035e-06 w   2.50514e-05 Mult 19  }
{  Vds 0.843907 Vgs 0.952134 Vbs -0.213943 l 8.60004e-08 w 4.6781e-07 Mult 1  }
{  Vds 0.844046 Vgs 0.774516 Vbs -0.0556603 l 1.18628e-07 w 1.18534e-06 Mult 494  }
{  Vds 0.844583 Vgs 0.799145 Vbs -0.0206576 l 4.89902e-08 w 3.67704e-07   Mult 2  }
{  Vds 0.846681 Vgs 1.0607 Vbs -0.310722 l 1.02165e-07 w 4.44517e-07 Mult 1  }
{  Vds 0.846934 Vgs 0.811466 Vbs -0.0764392 l 4.2062e-06 w 2.85563e-05 Mult 2  }
{  Vds 0.848201 Vgs 0.607436 Vbs -0.313253 l 1.3204e-07 w 2.58806e-07 Mult 1  }
{  Vds   0.848587 Vgs 0.606058 Vbs -0.20542 l 4.07151e-08 w 3.15762e-07 Mult 2  }
{  Vds 0.849273 Vgs 0.635947 Vbs -0.106842 l 7.1145e-07 w 1.45622e-07 Mult 1  }
{  Vds 0.849382 Vgs 0.958294 Vbs -0.225216 l 7.22608e-07 w 5.32937e-07 Mult 1  }
{  Vds 0.849762 Vgs 0.848489   Vbs -0.233202 l 3.78598e-07 w 3.21367e-06 Mult 2  }
{  Vds 0.850182 Vgs 0.913599 Vbs -0.104368 l 1.75256e-06 w 2.58434e-07 Mult 1  }
{  Vds 0.852319 Vgs 0.822464 Vbs -0.30132 l 5.52694e-08 w 3.84208e-07 Mult 2  }
{  Vds 0.852836 Vgs 1.01564 Vbs -0.140193 l   3.67312e-06 w 2.64751e-07 Mult 1  }
{  Vds 0.855372 Vgs 0.63569 Vbs -0.229679 l 1.86395e-05 w 3.09894e-07 Mult 1  }
{  Vds 0.857012 Vgs 0.69452 Vbs -0.0654015 l 7.02039e-07 w 4.68598e-07 Mult 1  }
{  Vds 0.858959 Vgs 0.932148 Vbs -0.275409 l 7.8411e-07 w   7.79322e-06 Mult 115  }
{  Vds 0.860887 Vgs 0.834863 Vbs -0.223683 l 8.56363e-07 w 8.53812e-06 Mult 62  }
{  Vds 0.861636 Vgs 0.909842 Vbs -0.0147332 l 2.30908e-07 w 1.59095e-06 Mult 3  }
{  Vds 0.862074 Vgs 0.782799 Vbs -0.198164 l 5.03154e-08 w 5.02927e-07   Mult 537  }
{  Vds 0.865427 Vgs 0.639705 Vbs -0.214274 l 4.39953e-08 w 2.23677e-07 Mult 1  }
{  Vds 0.868933 Vgs 1.06289 Vbs -0.146082 l 8.34344e-08 w 4.81113e-07 Mult 1  }
{  Vds 0.869964 Vgs 0.877577 Vbs -0.159422 l 1.19293e-05 w 4.29963e-07 Mult 1  }
{  Vds   0.872807 Vgs 0.661964 Vbs -0.282591 l 4.80247e-08 w 3.74025e-07 Mult 1  }
{  Vds 0.873002 Vgs 0.945142 Vbs -0.193624 l 4.70628e-08 w 2.84211e-07 Mult 2  }
{  Vds 0.87337 Vgs 0.631311 Vbs -0.162934 l 5.30756e-06 w 6.48767e-07 Mult 1  }
{  Vds 0.875162 Vgs 0.74423   Vbs -0.0434926 l 5.86123e-08 w 3.5719e-07 Mult 1  }
{  Vds 0.875183 Vgs 1.09894 Vbs -0.0802112 l 3.72557e-07 w 4.12276e-07 Mult 1  }
{  Vds 0.876057 Vgs 0.785384 Vbs -0.167157 l 9.50673e-08 w 1.34223e-07 Mult 1  }
{  Vds 0.881719 Vgs 0.946169 Vbs -0.0406635 l   3.61434e-07 w 1.481e-07 Mult 1  }
{  Vds 0.882648 Vgs 1.06667 Vbs -0.220274 l 6.37105e-06 w 6.21188e-05 Mult 14  }
{  Vds 0.88275 Vgs 0.78259 Vbs -0.195685 l 1.69938e-05 w 5.30873e-05 Mult 1  }
{  Vds 0.882846 Vgs 0.899632 Vbs -0.271141 l 4.75484e-08 w   4.75385e-07 Mult 1784  }
{  Vds 0.884658 Vgs 0.854938 Vbs -0.161703 l 4.78272e-08 w 4.78268e-07 Mult 1226  }
{  Vds 0.885498 Vgs 0.957097 Vbs -0.149067 l 7.89678e-08 w 7.26384e-07 Mult 7  }
{  Vds 0.887121 Vgs 0.750268 Vbs -0.0384608 l 6.29973e-08 w 1.85962e-07   Mult 1  }
{  Vds 0.891094 Vgs 1.01375 Vbs -0.251037 l 4.23378e-08 w 4.05995e-07 Mult 1  }
{  Vds 0.891709 Vgs 0.845355 Vbs -0.117191 l 3.91679e-07 w 5.50731e-07 Mult 1  }
{  Vds 0.891883 Vgs 0.773297 Vbs -0.0714972 l 4.80614e-08 w 3.604e-07 Mult 3  }
{  Vds   0.893734 Vgs 0.888097 Vbs -0.0264002 l 1.77381e-07 w 1.66139e-06 Mult 5  }
{  Vds 0.893937 Vgs 0.793092 Vbs -0.191977 l 9.74035e-08 w 1.65034e-07 Mult 1  }
{  Vds 0.896861 Vgs 0.936093 Vbs -0.141278 l 3.04124e-07 w 8.18498e-07 Mult 1  }
{  Vds 0.897469 Vgs   0.66659 Vbs -0.11522 l 1.19593e-05 w 7.11164e-07 Mult 1  }
{  Vds 0.898676 Vgs 0.943723 Vbs -0.293123 l 5.66607e-08 w 5.66237e-07 Mult 287  }
