set stimuli {
{ Vds 0.867657 Vgs 0.809094 Vbs -0.0624795 l 1.04957e-06 w 2.02271e-06 }
{ Vds 0.885701 Vgs 1.18481 Vbs -0.270835 l 2.69987e-07 w 7.15131e-07 }
{ Vds 0.891378 Vgs 1.69369 Vbs -0.316047 l 1.36128e-05 w 0.000404048 }
{ Vds 0.897765 Vgs 1.1347 Vbs -0.343122 l 6.75347e-07 w 2.42996e-07 }
{ Vds 0.912571 Vgs 1.68342 Vbs -0.449708 l 6.37333e-07 w 3.21263e-07 }
{ Vds 0.917605 Vgs 1.78308 Vbs -0.1348 l 1.6611e-05 w 0.000883655 }
{ Vds 0.943546 Vgs 0.983222 Vbs -0.17 l 1.00057e-06 w 0.00052881 }
{ Vds 0.947364 Vgs 1.44465 Vbs -0.492933 l 2.44767e-06 w 4.73933e-07 }
{ Vds 0.950834 Vgs 1.26629 Vbs -0.527783 l 7.35342e-07 w 8.99098e-07 }
{ Vds 0.953248 Vgs 1.53101 Vbs -0.231504 l 1.3242e-05 w 3.63488e-06 }
{ Vds 0.953294 Vgs 1.01862 Vbs -0.486232 l 1.02828e-05 w 2.87244e-07 }
{ Vds 0.956114 Vgs 1.60294 Vbs -0.199187 l 6.97263e-07 w 0.000267958 }
{ Vds 0.968723 Vgs 1.6315 Vbs -0.285701 l 4.24414e-07 w 5.51743e-07 }
{ Vds 0.987192 Vgs 1.33696 Vbs -0.323144 l 3.14711e-07 w 2.92309e-07 }
{ Vds 0.997555 Vgs 1.29866 Vbs -0.221293 l 6.0396e-06 w 9.09343e-05 }
{ Vds 1.00036 Vgs 1.61377 Vbs -0.209716 l 3.37112e-06 w 9.1476e-07 }
{ Vds 1.00918 Vgs 1.72058 Vbs -0.130131 l 3.7844e-07 w 4.99205e-06 }
{ Vds 1.01498 Vgs 1.66534 Vbs -0.0195031 l 1.14646e-05 w 2.9091e-07 }
{ Vds 1.03319 Vgs 0.889745 Vbs -0.433265 l 4.37254e-06 w 2.84953e-06 }
{ Vds 1.04338 Vgs 0.660566 Vbs -0.473947 l 9.25524e-06 w 0.000538611 }
{ Vds 1.05766 Vgs 1.38649 Vbs -0.518945 l 3.03442e-07 w 0.000361903 }
{ Vds 1.06181 Vgs 0.903272 Vbs -0.372912 l 8.66984e-06 w 3.73293e-07 }
{ Vds 1.06757 Vgs 1.50745 Vbs -0.396917 l 4.20802e-07 w 7.73862e-07 }
{ Vds 1.07062 Vgs 0.796216 Vbs -0.334202 l 1.67269e-05 w 4.33218e-07 }
{ Vds 1.07421 Vgs 1.39857 Vbs -0.0442097 l 1.51144e-05 w 9.14782e-06 }
{ Vds 1.07697 Vgs 0.851871 Vbs -0.082126 l 8.85765e-07 w 0.00020516 }
{ Vds 1.08696 Vgs 1.15924 Vbs -0.507204 l 7.45304e-06 w 3.84522e-07 }
{ Vds 1.09119 Vgs 0.69419 Vbs -0.309489 l 1.52416e-05 w 4.30786e-07 }
{ Vds 1.09735 Vgs 1.60874 Vbs -0.17815 l 1.46315e-05 w 0.000366512 }
{ Vds 1.11973 Vgs 0.755385 Vbs -0.398572 l 5.72755e-07 w 4.56493e-07 }
{ Vds 1.12499 Vgs 0.752593 Vbs -0.342554 l 1.20911e-05 w 2.46597e-07 }
{ Vds 1.13252 Vgs 1.16132 Vbs -0.46092 l 1.00726e-05 w 2.3062e-07 }
{ Vds 1.13954 Vgs 0.885624 Vbs -0.284784 l 1.10084e-06 w 2.37018e-07 }
{ Vds 1.15872 Vgs 0.770036 Vbs -0.079191 l 7.5494e-07 w 0.000101214 }
{ Vds 1.15964 Vgs 0.586909 Vbs -0.321154 l 1.5764e-05 w 5.80944e-06 }
{ Vds 1.16189 Vgs 0.719389 Vbs -0.195635 l 1.94157e-05 w 8.18222e-07 }
{ Vds 1.16363 Vgs 1.39694 Vbs -0.014903 l 1.52328e-05 w 0.000762559 }
{ Vds 1.16847 Vgs 0.915312 Vbs -0.183804 l 1.00467e-06 w 0.000158723 }
{ Vds 1.18518 Vgs 0.86763 Vbs -0.483525 l 6.21627e-06 w 0.000452513 }
{ Vds 1.18633 Vgs 0.759554 Vbs -0.340833 l 2.30044e-07 w 3.35877e-07 }
{ Vds 1.18769 Vgs 1.52083 Vbs -0.378207 l 1.07771e-06 w 1.07387e-06 }
{ Vds 1.23639 Vgs 1.03508 Vbs -0.422868 l 2.60907e-07 w 0.000377903 }
{ Vds 1.23922 Vgs 1.70615 Vbs -0.330031 l 4.02352e-06 w 6.53622e-06 }
{ Vds 1.24168 Vgs 1.51817 Vbs -0.2149 l 2.19679e-06 w 0.000681436 }
{ Vds 1.25993 Vgs 1.38332 Vbs -0.0105149 l 1.94423e-05 w 6.08646e-07 }
{ Vds 1.26893 Vgs 0.679388 Vbs -0.117104 l 1.4607e-05 w 3.73763e-06 }
{ Vds 1.27238 Vgs 1.34441 Vbs -0.46735 l 2.04669e-06 w 2.4265e-07 }
{ Vds 1.27637 Vgs 0.927903 Vbs -0.0716581 l 8.55058e-06 w 1.04117e-06 }
{ Vds 1.27661 Vgs 0.98169 Vbs -0.273456 l 2.08135e-06 w 3.59365e-06 }
{ Vds 1.28403 Vgs 0.951124 Vbs -0.183985 l 7.78858e-07 w 7.61083e-07 }
{ Vds 1.29834 Vgs 0.836305 Vbs -0.490461 l 3.06477e-07 w 4.49548e-07 }
{ Vds 1.30352 Vgs 0.885698 Vbs -0.261379 l 3.97354e-07 w 1.09099e-06 }
{ Vds 1.3046 Vgs 0.730048 Vbs -0.0924962 l 5.69194e-07 w 3.18219e-07 }
{ Vds 1.31097 Vgs 1.32131 Vbs -0.134062 l 1.02838e-06 w 4.11359e-06 }
{ Vds 1.31319 Vgs 0.950467 Vbs -0.454378 l 9.32305e-07 w 6.85878e-06 }
{ Vds 1.32132 Vgs 1.05977 Vbs -0.534083 l 8.38851e-07 w 1.07629e-06 }
{ Vds 1.32621 Vgs 1.23639 Vbs -0.217134 l 2.68285e-06 w 2.40319e-07 }
{ Vds 1.32669 Vgs 1.5077 Vbs -0.533046 l 1.74036e-05 w 1.57732e-06 }
{ Vds 1.32822 Vgs 1.22154 Vbs -0.236268 l 4.238e-07 w 8.51438e-06 }
{ Vds 1.3417 Vgs 1.6243 Vbs -0.240289 l 2.2293e-07 w 7.9243e-06 }
{ Vds 1.34199 Vgs 1.34586 Vbs -0.374267 l 8.87234e-07 w 5.49536e-06 }
{ Vds 1.35253 Vgs 1.67411 Vbs -0.200868 l 1.30619e-05 w 0.000563406 }
{ Vds 1.36804 Vgs 1.0456 Vbs -0.414518 l 1.74852e-05 w 5.58753e-07 }
{ Vds 1.36925 Vgs 0.532656 Vbs -0.10691 l 7.48228e-07 w 1.16554e-06 }
{ Vds 1.37466 Vgs 0.574953 Vbs -0.0136782 l 5.66929e-07 w 0.000862651 }
{ Vds 1.3925 Vgs 1.34577 Vbs -0.261731 l 9.64905e-07 w 7.54214e-07 }
{ Vds 1.39853 Vgs 1.32818 Vbs -0.0186771 l 1.6614e-05 w 6.36792e-05 }
{ Vds 1.4004 Vgs 1.51139 Vbs -0.410688 l 3.16417e-07 w 1.11102e-06 }
{ Vds 1.40709 Vgs 0.898752 Vbs -0.137522 l 1.2658e-05 w 1.10786e-06 }
{ Vds 1.40934 Vgs 1.04288 Vbs -0.341817 l 1.399e-05 w 7.43219e-07 }
{ Vds 1.4218 Vgs 1.05636 Vbs -0.485242 l 3.7468e-06 w 0.000100483 }
{ Vds 1.42191 Vgs 1.67322 Vbs -0.475717 l 3.86747e-07 w 0.000670006 }
{ Vds 1.42806 Vgs 1.0446 Vbs -0.477684 l 1.0905e-05 w 0.000831463 }
{ Vds 1.43017 Vgs 1.39053 Vbs -0.123014 l 1.57339e-05 w 2.26942e-07 }
{ Vds 1.43341 Vgs 1.16286 Vbs -0.429445 l 1.84179e-05 w 0.000552395 }
{ Vds 1.43706 Vgs 1.50199 Vbs -0.119844 l 9.78144e-06 w 3.82911e-07 }
{ Vds 1.44774 Vgs 1.54485 Vbs -0.190627 l 6.26373e-06 w 2.5612e-06 }
{ Vds 1.45539 Vgs 1.36608 Vbs -0.0763116 l 1.4739e-05 w 5.69627e-07 }
{ Vds 1.45795 Vgs 1.51444 Vbs -0.0813128 l 9.76722e-06 w 4.91841e-06 }
{ Vds 1.46682 Vgs 1.19866 Vbs -0.301846 l 1.37996e-05 w 4.0948e-06 }
{ Vds 1.46871 Vgs 1.77701 Vbs -0.441719 l 7.48514e-07 w 4.5005e-07 }
{ Vds 1.4692 Vgs 0.826113 Vbs -0.0761129 l 1.75088e-05 w 0.000677633 }
{ Vds 1.47295 Vgs 1.39216 Vbs -0.125662 l 2.57372e-06 w 0.000582474 }
{ Vds 1.47358 Vgs 1.63822 Vbs -0.231167 l 3.0367e-06 w 1.12594e-06 }
{ Vds 1.481 Vgs 1.61139 Vbs -0.289855 l 1.68505e-05 w 6.16247e-06 }
{ Vds 1.48835 Vgs 1.65533 Vbs -0.34803 l 1.01331e-06 w 3.90092e-07 }
{ Vds 1.50847 Vgs 1.70529 Vbs -0.276399 l 8.65393e-07 w 5.55259e-07 }
{ Vds 1.51223 Vgs 1.29076 Vbs -0.196562 l 2.36264e-07 w 5.50053e-07 }
{ Vds 1.51427 Vgs 1.67987 Vbs -0.45589 l 1.52629e-06 w 2.68659e-07 }
{ Vds 1.51628 Vgs 1.7685 Vbs -0.405279 l 3.29424e-07 w 3.65714e-05 }
{ Vds 1.53919 Vgs 0.710587 Vbs -0.306528 l 4.61812e-07 w 3.06977e-07 }
{ Vds 1.57572 Vgs 0.957805 Vbs -0.388545 l 1.68719e-06 w 5.42372e-06 }
{ Vds 1.59116 Vgs 1.76584 Vbs -0.202224 l 1.70177e-05 w 3.52259e-07 }
{ Vds 1.59926 Vgs 1.38852 Vbs -0.10866 l 3.88688e-07 w 4.18898e-07 }
{ Vds 1.61048 Vgs 1.53911 Vbs -0.0165084 l 2.50036e-07 w 4.7415e-06 }
{ Vds 1.62638 Vgs 1.01583 Vbs -0.508746 l 5.14278e-07 w 8.31292e-06 }
{ Vds 1.63198 Vgs 1.42473 Vbs -0.159117 l 1.82113e-05 w 0.000360709 }
{ Vds 1.661 Vgs 1.71495 Vbs -0.201746 l 3.3573e-06 w 2.74692e-07 }
{ Vds 1.66538 Vgs 1.26942 Vbs -0.207409 l 4.76845e-07 w 4.56383e-07 }
{ Vds 1.68342 Vgs 1.52475 Vbs -0.224006 l 3.47248e-06 w 0.000164833 }
{ Vds 1.69241 Vgs 0.564878 Vbs -0.420742 l 4.76775e-07 w 0.000176801 }
{ Vds 1.70254 Vgs 0.560747 Vbs -0.19495 l 1.99865e-07 w 0.000298914 }
{ Vds 1.70678 Vgs 1.50841 Vbs -0.0920692 l 9.49271e-06 w 0.000122524 }
{ Vds 1.70721 Vgs 1.03752 Vbs -0.181954 l 3.36023e-07 w 9.42979e-07 }
{ Vds 1.70762 Vgs 1.34428 Vbs -0.119785 l 4.69062e-07 w 1.89163e-06 }
{ Vds 1.71274 Vgs 1.65107 Vbs -0.320919 l 8.69905e-06 w 4.0682e-06 }
{ Vds 1.72461 Vgs 0.843692 Vbs -0.224089 l 2.4507e-07 w 6.54113e-06 }
{ Vds 1.72587 Vgs 1.24397 Vbs -0.223628 l 8.87085e-07 w 9.15699e-06 }
{ Vds 1.72779 Vgs 1.13276 Vbs -0.365776 l 2.35579e-07 w 5.88836e-07 }
{ Vds 1.72934 Vgs 1.18046 Vbs -0.149696 l 2.15906e-07 w 4.60566e-07 }
{ Vds 1.7309 Vgs 1.31144 Vbs -0.348517 l 9.35678e-06 w 8.64013e-07 }
{ Vds 1.74237 Vgs 1.67043 Vbs -0.447237 l 1.12879e-05 w 7.48436e-07 }
{ Vds 1.75158 Vgs 0.515827 Vbs -0.337083 l 5.95152e-07 w 9.2528e-07 }
{ Vds 1.7619 Vgs 1.08116 Vbs -0.250152 l 1.97772e-06 w 3.18392e-07 }
{ Vds 1.76234 Vgs 0.637802 Vbs -0.308315 l 1.01729e-05 w 3.99941e-07 }
{ Vds 1.76365 Vgs 0.555026 Vbs -0.21427 l 4.24648e-07 w 0.000336938 }
{ Vds 1.76486 Vgs 1.4175 Vbs -0.49506 l 5.64784e-07 w 0.000420076 }
{ Vds 1.76521 Vgs 0.71956 Vbs -0.311369 l 1.02224e-06 w 0.000783818 }
{ Vds 1.76691 Vgs 0.698859 Vbs -0.504931 l 5.2207e-07 w 1.13278e-06 }
{ Vds 1.76867 Vgs 1.78139 Vbs -0.249495 l 9.72538e-06 w 0.000454708 }
{ Vds 1.77397 Vgs 1.05353 Vbs -0.159636 l 1.62312e-05 w 8.08783e-06 }
{ Vds 1.7776 Vgs 0.983695 Vbs -0.231851 l 1.73181e-05 w 2.89887e-07 }
{ Vds 1.7782 Vgs 0.786229 Vbs -0.268885 l 3.61282e-07 w 3.48128e-06 }
{ Vds 1.78474 Vgs 1.38813 Vbs -0.0642834 l 3.16895e-06 w 8.29779e-07 }
{ Vds 1.78691 Vgs 1.55439 Vbs -0.331696 l 1.02005e-06 w 3.25073e-07 }
}
set ref {1.549E-3 2.025E-3 401.3E-6 9.011E-6 13.08E-6 35.20E-6 5.485E-3 4.535E-6 92.61E-3 10.15E-6 92.50E-6 12.52E-6 23.44E-6 11.97E-6 160.3E-6 39.07E-6 23.03E-6 127.5E-6 892.5E-6 65.53E-3 17.80E-3 24.08E-6 20.25E-3 8.859E-6 2.144E-6 8.023E-6 481.3E-6 50.79E-6 1.195E-6 165.7E-6 1.120E-6 9.389E-6 1.411E-3 58.55E-6 17.06E-6 44.38E-6 169.7E-6 5.963E-3 29.81E-6 87.16E-6 10.94E-3 24.28E-3 29.65E-6 123.1E-6 46.77E-6 1.997E-6 50.89E-3 178.0E-6 91.60E-6 1.818E-3 47.63E-6 1.794E-3 4.546E-6 31.99E-6 1.174E-3 92.52E-3 2.041E-6 219.9E-6 798.1E-9 80.71E-6 6.541E-3 4.974E-6 532.0E-9 4.736E-3 19.08E-6 592.0E-9 2.290E-6 10.14E-6 2.553E-3 3.849E-6 776.3E-9 6.444E-3 6.486E-3 3.493E-3 36.02E-6 155.2E-6 59.35E-3 358.0E-6 46.25E-3 3.691E-6 3.622E-6 16.70E-6 4.856E-6 101.1E-6 42.27E-6 49.20E-6 88.15E-6 9.592E-6 439.6E-6 410.1E-6 89.67E-6 9.587E-6 16.34E-6 1.554E-3 3.730E-3 755.0E-6 8.929E-3 2.260E-6 3.603E-6 4.437E-3 90.62E-6 446.4E-6 390.4E-6 3.352E-6 3.622E-6 2.200E-3 179.3E-3 6.025E-3 1.926E-6 3.079E-3 5.921E-6 70.63E-6 4.567E-6 81.24E-6 30.76E-6 121.5E-6 1.141E-3 28.16E-3 69.46E-6 73.58E-6 73.56E-6 119.4E-6 179.1E-6 38.10E-6 15.92E-3 13.19E-6 189.4E-6 4.541E-6 108.8E-6 1.840E-3 949.1E-6 2.916E-3 17.17E-6 84.41E-6 8.058E-3 2.673E-3 6.766E-3 2.085E-3 135.5E-6 369.3E-6 98.30E-6 747.7E-6 1.011E-3 156.5E-6 136.7E-6 11.24E-6 13.90E-6 5.565E-6 12.23E-6 546.4E-9 3.441E-3 77.20E-3 14.18E-3 39.32E-6 11.05E-3 34.46E-6 964.0E-9 228.8E-6 32.03E-6 55.26E-6}
